id,user_id,tasting_date,start_time,end_time,store_id,admin_note,taster_id,agency_taster_id,taster_note,wine_id,wine_confirm_status,question_id,confirm_status,status,job_status,accept_status,job_state,job_start_time,pause_time,resume_time,finish_time,working_hour,latitude,longitude,created_on,updated_on,is_deleted,request_job_approval_status,ready_for_billing,is_archived,overtime,late
840,154,2019-05-22,13:58:00,14:28:00,9,,35,0,,26,2,,0,completed,4,0,2,19:00:00,00:00:00,00:00:00,19:00:00,00:00:00,0,0,"2019-04-12 11:23:32","2019-06-28 00:10:01",0,pending,1,1,0,0
870,154,2019-05-24,12:40:00,17:44:00,9,"Avengers: Endgame was highly anticipated, and Disney backed the film with extensive marketing campaigns. It premiered in Los Angeles on April 22, 2019, and was theatrically released in the United States on April 26, 2019, in IMAX and 3D. The film received praise for its direction, acting, musical score, visual effects and emotional weight, with critics lauding its culmination of the 22-film story. It also broke numerous box office records and has grossed over $2.6 billion worldwide, surpassing Infinity War&#039;s entire theatrical run in just 11 days and ",35,0,"Avengers: Endgame was highly anticipated, and Disney backed the film with extensive marketing campaigns. It premiered in Los Angeles on April 22, 2019, and was theatrically released in the United States on April 26, 2019, in IMAX and 3D. The film received praise for its direction, acting, musical score, visual effects and emotional weight, with critics lauding its culmination of the 22-film story. It also broke numerous box office records and has grossed over $2.6 billion worldwide, surpassing Infinity War&#039;s entire theatrical run in just 11 days and","26,27",2,24,0,completed,3,1,2,12:55:00,00:00:00,00:00:00,12:55:00,00:00:00,22.6092,88.4143,"2019-05-24 06:45:16","2019-06-28 00:10:01",0,pending,1,1,0,0
872,154,2019-05-27,11:52:00,13:22:00,16,Admn,87,0,"Taster
",26,2,23,0,completed,4,1,2,12:28:00,00:00:00,00:00:00,12:29:00,00:01:00,22.6091,88.4141,"2019-05-27 06:23:56","2019-06-28 00:10:01",0,pending,1,1,0,0
875,154,2019-05-27,13:09:00,14:39:00,9,Admin,35,0,"TasterElse, enter the wine name and the vintage if desired, or the region for tasting notes. If you don&#039;t get the result you&#039;re seeking, either we do not have tasting notes ...
?Bordeaux Vintage Guide · ?Recent Wine Tasting Notes · ?Search Wine Reviews and ...
Wine tasting - Wikipedia
https://en.wikipedia.org/wiki/Wine_tasting
Jump to Tasting notes - A tasting note refers to a taster&#039;s written testimony about the aroma, taste identification, acidity, structure, texture, and balance of a ...",26,2,24,0,completed,3,1,2,13:24:00,00:00:00,00:00:00,03:44:00,14:20:00,22.61,88.4167,"2019-05-27 07:39:19","2019-06-28 00:10:01",0,pending,1,1,0,0
876,154,2019-05-28,17:15:00,19:00:00,18,,35,0,,8,2,24,0,completed,3,1,2,16:16:00,00:00:00,00:00:00,16:43:00,00:24:00,22.6091,88.4141,"2019-05-27 09:03:21","2019-06-28 00:10:01",0,pending,1,1,0,0
879,154,2019-05-27,16:58:00,17:41:00,16,sszs,87,0,ss,26,2,23,0,completed,3,1,2,16:59:00,00:00:00,00:00:00,17:41:00,00:41:00,22.6091,88.4141,"2019-05-27 11:27:36","2019-06-28 00:10:01",0,pending,1,1,0,0
880,154,2019-05-27,18:03:00,19:33:00,16,Admin,87,0,Taster,11,2,23,0,completed,3,1,2,18:05:00,00:00:00,00:00:00,18:35:00,00:29:00,22.6091,88.4141,"2019-05-27 12:33:30","2019-06-28 00:10:01",0,pending,1,1,0,0
881,154,2019-05-28,07:00:00,08:30:00,9,"Sample Admin Note",87,0,"Sample Taster Note",26,2,23,0,completed,3,1,2,07:14:00,00:00:00,00:00:00,07:50:00,15:35:00,22.6012,88.4251,"2019-05-28 01:25:30","2019-06-28 00:10:01",0,pending,1,1,0,0
882,2466,2019-05-28,09:00:00,11:30:00,4776,,2471,0,"Be nice!","70,71,72",2,19,0,completed,4,1,2,10:16:00,00:00:00,00:00:00,10:17:00,00:01:00,40.6627,-74.0999,"2019-05-28 03:11:15","2019-06-28 00:10:01",0,pending,1,1,0,0
884,2468,2019-05-28,09:00:00,11:30:00,4778,,2474,0,.,"71,72,73",2,23,0,completed,4,1,2,10:13:00,00:00:00,00:00:00,10:16:00,00:03:00,40.6628,-74.0998,"2019-05-28 03:25:14","2019-06-28 00:10:01",0,pending,1,1,0,0
886,2470,2019-05-28,09:00:00,11:30:00,4780,,2472,0,.,"71,72",2,19,0,completed,4,1,2,10:16:00,00:00:00,00:00:00,10:17:00,00:01:00,40.6627,-74.0999,"2019-05-28 03:28:29","2019-06-28 00:10:01",0,pending,1,1,0,0
887,129,2019-05-28,08:00:00,10:00:00,28,,131,0,,"70,71,72",2,23,0,completed,3,1,2,08:12:00,00:00:00,00:00:00,08:13:00,00:01:00,40.6028,-74.1325,"2019-05-28 03:47:18","2019-06-28 00:10:01",0,pending,1,1,0,0
898,154,2019-05-28,19:16:00,19:46:00,6,,30,0,"Good day.","2,5",2,"24,23",0,completed,4,1,2,19:00:00,00:00:00,00:00:00,19:00:00,00:00:00,0,0,"2019-05-28 13:19:32","2019-06-28 00:10:01",0,pending,1,1,0,0
899,154,2019-05-28,20:37:00,21:30:00,9,"Sample admin note",35,0,"Sample taster note",27,2,24,0,completed,3,1,2,20:48:00,00:00:00,00:00:00,21:30:00,00:42:00,22.6091,88.4142,"2019-05-28 15:03:04","2019-06-28 00:10:01",0,pending,1,1,0,0
913,154,2019-05-30,12:00:00,14:00:00,16,"Adrift in space with no food or water, Tony Stark sends a message to Pepper Potts as his oxygen supply starts to dwindle. Meanwhile, the remaining Avengers -- Thor, Black Widow, Captain America and Bruce Banner -- must figure out a way to bring back their vanquished allies for ",87,0,"A victory lap that moonwalks through the best part of the MCU back catalogue and emphasises emotion as much as action, this is an intensely satisfying piece of blockbuster filmmaking",5,2,"24,23,22",0,completed,3,1,2,11:29:00,00:00:00,00:00:00,11:39:00,00:10:00,0,0,"2019-05-30 05:49:12","2019-06-28 00:10:01",0,pending,1,1,0,0
924,154,2019-05-30,17:46:00,19:16:00,16,,87,0,"If &quot;Infinity War&quot; was billed as a must-see event for all moviegoers, whether or not they&#039;d attended a single Marvel movie prior, then &quot;Endgame&quot; is the ultimate fan-service follow-up !@#$%^&amp;*()",26,2,24,0,completed,3,1,2,17:11:00,00:00:00,00:00:00,17:12:00,00:01:00,22.6093,88.4148,"2019-05-30 11:17:10","2019-06-28 00:10:01",0,pending,1,1,0,0
928,2476,2019-06-28,19:00:00,19:00:00,9,"Good day.",35,0,,11,2,,0,approved,3,1,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0,0,"2019-05-30 13:00:33","2019-06-28 12:33:51",0,pending,0,0,0,0
933,154,2019-05-31,13:25:00,14:55:00,9,Adminnnn,87,0,&#039;-&amp;?@taster,1,2,"24,23,22",0,completed,3,1,2,13:35:00,00:00:00,00:00:00,14:41:00,01:06:00,22.6091,88.4142,"2019-05-31 07:48:58","2019-06-28 00:10:01",0,pending,1,1,0,0
934,154,2019-05-31,15:00:00,17:30:00,16,,87,0,,27,2,24,0,completed,3,1,2,15:15:00,00:00:00,00:00:00,15:37:00,00:22:00,22.6091,88.4142,"2019-05-31 09:23:47","2019-06-28 00:10:01",0,pending,1,1,0,0
937,2466,2019-06-02,00:31:00,03:01:00,5026,,2471,0,.,"26,27",2,24,0,completed,3,1,2,00:35:00,00:00:00,00:00:00,03:01:00,02:26:00,40.6196,-73.9642,"2019-06-02 04:31:53","2019-06-28 00:10:01",0,pending,1,1,0,0
939,154,2019-06-03,11:25:00,12:25:00,16,,87,0,,2,2,24,0,completed,3,1,2,10:38:00,00:00:00,00:00:00,10:40:00,00:02:00,22.6091,88.4142,"2019-06-03 04:54:58","2019-06-28 00:10:01",0,pending,1,1,0,0
959,154,2019-06-05,12:19:00,15:19:00,16,"Sample admin note",87,0,"Sample taster note",26,2,24,0,completed,3,1,2,12:28:00,00:00:00,00:00:00,13:12:00,00:44:00,22.6091,88.4142,"2019-06-04 13:23:07","2019-06-28 00:10:01",0,pending,1,1,0,0
961,154,2019-06-05,11:59:00,14:59:00,9,,87,0,,26,2,24,0,completed,3,1,2,12:12:00,00:00:00,00:00:00,13:12:00,01:00:00,22.6091,88.4141,"2019-06-05 06:28:31","2019-06-28 00:10:01",0,pending,1,1,0,0
966,154,2019-06-05,17:30:00,19:56:00,9,,87,0,,26,2,24,0,completed,3,1,2,17:01:00,00:00:00,00:00:00,17:05:00,00:04:00,22.6091,88.4141,"2019-06-05 11:25:37","2019-06-28 00:10:01",0,pending,1,1,0,0
968,154,2019-06-05,18:50:00,21:50:00,16,,35,0,"Good luck.",26,2,24,0,completed,3,1,2,18:26:00,00:00:00,00:00:00,18:26:00,00:00:00,22.6091,88.4142,"2019-06-05 12:54:21","2019-06-28 00:10:01",0,pending,1,1,0,0
971,129,2019-06-06,18:00:00,19:00:00,16,,35,0,,"2,7",2,24,0,completed,3,1,2,17:29:00,00:00:00,00:00:00,17:34:00,00:05:00,22.6091,88.4141,"2019-06-06 04:14:27","2019-06-28 00:10:01",0,pending,1,1,0,0
973,154,2019-06-06,12:10:00,14:10:00,16,,87,0,"Good luck.","26,27",2,24,0,completed,3,1,2,11:53:00,00:00:00,00:00:00,11:55:00,00:02:00,22.6091,88.4142,"2019-06-06 06:01:37","2019-06-28 00:10:01",0,pending,1,1,0,0
981,154,2019-06-07,19:33:00,20:33:00,18,,35,0,,"8,26",2,24,0,completed,3,1,2,18:50:00,00:00:00,00:00:00,18:50:00,00:00:00,22.6091,88.4142,"2019-06-07 13:05:04","2019-06-28 00:10:01",0,pending,1,1,0,0
983,154,2019-06-10,11:30:00,15:30:00,9,,35,0,,1,2,23,0,completed,3,1,2,10:54:00,00:00:00,00:00:00,10:57:00,00:03:00,22.6092,88.4142,"2019-06-10 05:21:22","2019-06-28 00:10:01",0,pending,1,1,0,0
985,154,2019-06-10,12:17:00,15:17:00,16,,87,0,,"26,27",2,24,0,completed,3,1,2,11:19:00,00:00:00,00:00:00,11:28:00,00:09:00,22.6091,88.4142,"2019-06-10 05:46:27","2019-06-28 00:10:01",0,pending,1,1,0,0
988,154,2019-06-11,11:39:00,14:39:00,16,"Test note",87,0,"Test Note","26,27",2,"24,23",0,completed,3,1,2,10:41:00,00:00:00,00:00:00,10:43:00,00:02:00,22.6091,88.4142,"2019-06-11 05:09:02","2019-06-28 00:10:01",0,pending,1,1,0,0
989,154,2019-06-11,11:50:00,13:50:00,9,,35,0,,1,2,24,0,completed,3,1,2,10:54:00,00:00:00,00:00:00,10:55:00,00:01:00,22.6091,88.4141,"2019-06-11 05:21:05","2019-06-28 00:10:01",0,pending,1,1,0,0
990,154,2019-06-11,13:52:00,14:52:00,9,Hello,35,0,ABCD,26,2,24,0,completed,3,1,2,13:06:00,00:00:00,00:00:00,13:07:00,00:01:00,22.6091,88.4141,"2019-06-11 07:21:48","2019-06-28 00:10:01",0,pending,1,1,0,0
993,154,2019-06-11,14:58:00,16:00:00,16,abcd,87,0,"abcd taste","7,70,71,72,73,74",2,"24,22",0,completed,3,1,2,14:12:00,00:00:00,00:00:00,14:12:00,00:00:00,22.6091,88.4142,"2019-06-11 08:15:31","2019-06-28 00:10:01",0,pending,1,1,0,0
994,154,2019-06-11,15:33:00,16:33:00,9,Hello,35,0,ABCD,"1,6,8,26,27,28,29",2,"24,22",0,completed,4,1,2,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0,0,"2019-06-11 09:03:38","2019-06-28 00:10:01",0,pending,1,1,0,0
995,154,2019-06-11,16:03:00,16:35:00,16,admin,87,0,taster,"26,27,28",2,"24,22",0,completed,3,1,2,15:14:00,00:00:00,00:00:00,15:14:00,00:00:00,22.6091,88.4142,"2019-06-11 09:34:33","2019-06-28 00:10:01",0,pending,1,1,0,0
997,154,2019-06-11,17:58:00,18:57:00,9,abcd,87,0,abcdef,"1,6,8,26",2,"24,22",0,completed,3,1,2,17:05:00,00:00:00,00:00:00,17:05:00,00:00:00,22.6091,88.4142,"2019-06-11 11:27:46","2019-06-28 00:10:01",0,pending,1,1,0,0
998,154,2019-06-11,18:34:00,19:34:00,16,ABCD,35,0,ABCD,"10,11,18,19",2,"24,22",0,completed,3,1,2,17:38:00,00:00:00,00:00:00,17:39:00,00:01:00,22.6096,88.4136,"2019-06-11 12:04:52","2019-06-28 00:10:01",0,pending,1,1,0,0
1004,154,2019-06-18,12:00:00,13:00:00,16,,35,0,"Good day.","26,27",2,22,0,completed,3,1,2,11:38:00,00:00:00,00:00:00,11:50:00,00:12:00,0,88.4105,"2019-06-18 05:58:39","2019-06-28 00:10:01",0,pending,1,1,0,0
1005,154,2019-06-19,11:00:00,12:00:00,16,"Good day.",35,0,"GOOD LUCK.","26,27",2,22,0,completed,3,1,2,10:34:00,00:00:00,00:00:00,10:52:00,00:18:00,0,88.4105,"2019-06-19 04:51:28","2019-06-28 00:10:01",0,pending,1,1,0,0
1006,154,2019-06-19,13:30:00,14:00:00,16,"Best of luck.",35,0,"Good luck.","26,27",2,22,0,completed,3,1,2,13:15:00,00:00:00,00:00:00,14:07:00,00:52:00,22.6092,88.4141,"2019-06-19 07:38:21","2019-06-28 00:10:01",0,pending,1,1,0,0
1007,154,2019-06-19,14:15:00,15:50:00,16,"Good luck.",35,0,"Good day.","5,11",2,22,0,completed,3,1,2,14:07:00,00:00:00,00:00:00,15:37:00,01:30:00,22.6092,88.4141,"2019-06-19 07:39:34","2019-06-28 00:10:01",0,pending,1,1,0,0
1009,154,2019-06-19,18:20:00,19:20:00,9,,35,0,,"26,27",2,5,0,completed,3,1,2,18:04:00,00:00:00,00:00:00,18:08:00,00:04:00,22.6091,88.4141,"2019-06-19 12:21:11","2019-06-28 00:10:01",0,pending,1,1,0,0
1011,154,2019-06-20,16:00:00,19:00:00,16,,35,0,,"26,27",2,23,0,completed,3,1,2,15:11:00,00:00:00,00:00:00,16:20:00,01:09:00,22.6091,88.4142,"2019-06-20 09:35:09","2019-06-28 00:10:01",0,pending,1,1,0,0
1013,154,2019-06-24,10:45:00,11:15:00,16,,35,0,"Good luck.","26,27",2,24,0,completed,4,1,2,11:27:00,00:00:00,00:00:00,12:15:00,00:48:00,22.6091,88.4142,"2019-06-24 05:10:04","2019-06-28 00:10:01",0,pending,1,1,0,0
1014,154,2019-06-24,16:52:00,19:52:00,16,,35,0,,"1,26",2,22,0,completed,3,1,2,16:30:00,00:00:00,00:00:00,16:34:00,00:04:00,22.6092,88.414,"2019-06-24 10:22:17","2019-06-28 00:10:01",0,pending,1,1,0,0
1015,154,2019-06-25,13:28:00,14:58:00,16,"Cheval Blanc   Corner Stone   Ridgeview   Black Dog   Borba Premium   Royal red   Madeera   Cloudy Bay ",35,0,"Zinfandel   Opus One   Jordan   Krug   Loosen Bros   Romanee Conti   Romanee   Romanee Blue  ","26,27",2,"23,22",0,completed,3,1,2,13:30:00,00:00:00,00:00:00,13:32:00,00:02:00,22.6091,88.4142,"2019-06-25 07:28:39","2019-06-28 00:10:01",0,pending,1,1,0,0
1019,154,2019-06-25,16:03:00,16:33:00,9,,35,0,,26,2,24,0,completed,3,1,2,16:02:00,00:00:00,00:00:00,16:02:00,00:00:00,22.6091,88.4142,"2019-06-25 10:30:57","2019-06-28 00:10:01",0,pending,1,1,0,0
