id,user_id,tasting_date,start_time,end_time,store_id,admin_note,taster_id,agency_taster_id,taster_note,wine_id,wine_confirm_status,question_id,confirm_status,status,job_status,accept_status,job_state,job_start_time,pause_time,resume_time,finish_time,working_hour,latitude,longitude,created_on,updated_on,is_deleted,request_job_approval_status,ready_for_billing,is_archived,overtime,late
1046,154,2019-06-28,17:16:00,17:46:00,4781,,2477,0,,11,2,"23,21,20",0,completed,3,1,2,17:18:00,00:00:00,00:00:00,17:18:00,00:00:00,0,0,"2019-06-28 11:45:36","2019-07-01 12:01:46",0,pending,1,1,0,0
1047,154,2019-06-28,17:50:00,18:20:00,4781,,2477,0,,11,2,"23,21,20,19,18",0,completed,3,1,2,17:35:00,00:00:00,00:00:00,17:35:00,00:00:00,0,0,"2019-06-28 11:46:04","2019-07-01 12:00:42",0,pending,1,1,0,0
1055,154,2019-07-01,12:01:00,12:31:00,16,,35,0,,"26,94",2,"24,21",0,completed,3,1,2,11:58:00,00:00:00,00:00:00,12:03:00,00:05:00,22.6091,88.4142,"2019-07-01 06:25:31","2019-07-01 11:58:47",0,pending,1,0,0,1
1056,154,2019-07-01,12:03:00,12:33:00,4781,,95,2480,,11,2,22,0,completed,3,1,2,12:15:00,00:00:00,00:00:00,12:21:00,00:06:00,0,0,"2019-07-01 06:32:41","2019-07-01 06:59:09",0,waiting,1,0,0,0
1059,154,2019-07-01,14:45:00,14:50:00,9,,35,0,,1,2,"24,23",0,completed,3,1,2,14:44:00,00:00:00,00:00:00,15:24:00,00:40:00,22.6091,88.4141,"2019-07-01 08:59:18","2019-07-01 10:24:27",0,pending,1,0,1,1
1060,154,2019-07-01,14:20:00,14:50:00,16,,2477,0,,1,2,"23,21,20,19",0,completed,4,1,2,15:03:00,00:00:00,00:00:00,15:04:00,00:01:00,22.6092,88.4141,"2019-07-01 09:22:02","2019-07-01 12:03:22",0,pending,1,0,0,1
1061,154,2019-07-01,14:55:00,15:00:00,16,,2477,0,,1,2,"21,19",0,completed,4,1,2,16:51:00,00:00:00,00:00:00,16:51:00,00:00:00,22.6091,88.4142,"2019-07-01 09:37:35","2019-07-01 11:24:38",0,pending,1,0,0,1
1062,154,2019-07-01,15:38:00,15:42:00,16,,2477,0,,1,2,"23,21,18",0,completed,4,1,2,16:18:00,00:00:00,00:00:00,16:20:00,00:02:00,1,0,"2019-07-01 10:04:38","2019-07-01 11:25:30",0,pending,1,0,0,0
1063,154,2019-07-01,16:30:00,17:00:00,16,,35,0,,"26,94",2,"23,20",0,completed,3,1,2,16:09:00,00:00:00,00:00:00,16:09:00,00:00:00,22.6091,88.4141,"2019-07-01 10:10:10","2019-07-01 10:59:21",0,pending,1,0,0,1
1064,154,2019-07-01,16:20:00,16:25:00,4781,,87,0,,11,2,"23,21",0,completed,3,1,2,16:21:00,00:00:00,00:00:00,16:23:00,00:02:00,22.6091,88.4141,"2019-07-01 10:49:57","2019-07-01 11:01:23",0,pending,1,0,0,1
1065,154,2019-07-01,17:38:00,17:48:00,4781,,2477,0,,11,2,,0,completed,3,1,2,17:45:00,00:00:00,00:00:00,17:45:00,00:00:00,22.6091,88.4141,"2019-07-01 12:08:23","2019-07-01 12:16:06",0,pending,1,0,0,1
1066,154,2019-07-01,17:47:00,17:52:00,16,,35,0,,1,2,,0,completed,3,1,2,17:48:00,00:00:00,00:00:00,17:49:00,00:01:00,0,0,"2019-07-01 12:17:27","2019-07-01 12:20:40",0,pending,1,0,0,0
1067,154,2019-07-01,17:53:00,18:00:00,9,,87,0,,1,2,,0,completed,3,1,2,17:58:00,00:00:00,00:00:00,18:00:00,00:02:00,0,0,"2019-07-01 12:25:12","2019-07-01 12:30:28",0,pending,1,0,0,0
1068,154,2019-07-01,15:00:00,15:30:00,9,,87,0,,1,2,22,0,completed,4,1,2,18:06:00,00:00:00,00:00:00,18:06:00,00:00:00,1,0,"2019-07-01 12:34:16","2019-07-01 12:37:52",0,pending,1,0,0,0
1069,154,2019-07-01,18:00:00,18:18:00,16,,2477,0,,1,2,"24,22",0,completed,4,1,2,18:16:00,00:00:00,00:00:00,18:16:00,00:00:00,22.6091,88.4141,"2019-07-01 12:44:35","2019-07-01 12:54:31",0,pending,1,0,0,1
1070,154,2019-07-01,18:34:00,19:04:00,4781,,2477,0,,"5,11",2,,0,completed,3,1,2,18:37:00,00:00:00,00:00:00,18:38:00,00:01:00,0,0,"2019-07-01 13:03:59","2019-07-01 13:10:48",0,pending,1,0,0,0
1071,154,2019-07-01,18:35:00,19:05:00,16,,35,0,,"26,27",2,,0,completed,3,1,2,18:37:00,00:00:00,00:00:00,18:38:00,00:01:00,22.6091,88.4141,"2019-07-01 13:04:24","2019-07-01 13:17:45",0,pending,1,0,0,1
1072,154,2019-07-01,18:54:00,19:00:00,9,,87,0,,"26,27",2,,0,completed,3,1,2,18:55:00,00:00:00,00:00:00,18:55:00,00:00:00,0,0,"2019-07-01 13:23:33","2019-07-01 13:54:52",0,pending,1,0,0,0
