id,user_id,tasting_date,start_time,end_time,store_id,admin_note,taster_id,agency_taster_id,taster_note,wine_id,wine_confirm_status,question_id,confirm_status,status,job_status,accept_status,job_state,job_start_time,pause_time,resume_time,finish_time,working_hour,latitude,longitude,created_on,updated_on,is_deleted,request_job_approval_status,ready_for_billing,is_archived,overtime,late
908,154,2019-05-29,16:00:00,18:00:00,6,,30,0,,"2,5,9",2,"24,23",0,completed,4,1,2,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0,0,"2019-05-29 09:36:30","2019-08-22 13:06:09",0,pending,1,1,0,0
1272,154,2019-08-21,00:00:00,03:00:00,4781,"Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry&#039;s standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.",35,0,"Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry&#039;s standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.",11,2,,0,completed,4,1,2,12:22:00,00:00:00,00:00:00,12:32:00,00:10:00,1,0,"2019-08-19 05:55:40","2019-08-22 00:10:02",0,pending,1,1,0,0
1299,2511,2019-08-21,17:00:00,19:00:00,5056,,2509,0,,11,2,23,0,completed,4,1,2,18:33:00,00:00:00,00:00:00,18:34:00,00:01:00,22.6091,88.4142,"2019-08-20 10:51:11","2019-08-22 00:10:02",0,pending,1,1,0,1
1305,31,2019-08-21,11:00:00,12:00:00,4781,"test note",87,0,"The text should be &quot;There is no billing amount for this month.&quot; When the user first time enters the billing section and there is no data, then the text says &quot;No billing done for this month.&quot; When the user taps on the &quot;Weekly&quot; tab and comes back, the text changes to &quot;There is no billing amount for this month.&quot; 
The text should be &quot;There is no billing amount for this month.&quot; When the user first time enters the billing section and there is no data, then the text says &quot;No billing done for this month.&quot; When the user taps on the &quot;Weekly&quot; tab and comes back, the text changes to &quot;There is no billing amount for this month.&quot; 
The text should be &quot;There is no billing amount for this month.&quot; When the user first time enters the billing section and there is no data, then the text says &quot;No billing done for this month.&quot; When the user taps on the &quot;Weekly&quot; tab and comes back, the text changes to &quot;There is no billing amount for this month.&quot; 
The text should be &quot;There is no billing amount for this month.&quot; When the user first time enters the billing section and there is no data, then the text says &quot;No billing done for this month.&quot; When the user taps on the &quot;Weekly&quot; tab and comes back, the text changes to &quot;There is no billing amount for this month.&quot; ",2,2,,0,completed,3,1,2,17:12:00,00:00:00,00:00:00,17:20:00,00:08:00,1,0,"2019-08-20 12:30:36","2019-08-22 00:10:02",0,pending,1,1,0,0
1309,154,2019-08-23,00:00:00,01:00:00,4781,,35,0,,5,2,,0,approved,3,1,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0,0,"2019-08-21 06:31:53","2019-08-22 07:08:10",0,pending,0,0,0,0
1328,2511,2019-08-21,19:02:00,20:02:00,5056,,2504,0,,11,2,,0,completed,3,1,2,19:03:00,00:00:00,00:00:00,19:04:00,00:01:00,22.6091,88.4141,"2019-08-21 13:31:51","2019-08-22 00:10:02",0,pending,1,1,0,0
1330,154,2019-08-22,15:15:00,15:30:00,5057,,2477,0,note,2,2,,0,approved,3,1,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0,0,"2019-08-22 08:15:09","2019-08-22 08:38:24",0,pending,0,0,0,0
1332,154,2019-08-22,15:49:00,16:49:00,4781,,35,0,,"90,116",2,,0,approved,3,1,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0,0,"2019-08-22 10:19:39","2019-08-22 10:24:01",0,pending,0,0,0,0
1333,2520,2019-08-22,17:10:00,20:10:00,5058,"Job has been published to the agency. Send a good taster",2523,2524,"Please carry extra glasses. ","23,92,116",2,22,0,completed,3,1,2,17:23:00,00:00:00,00:00:00,17:57:00,00:10:00,22.6091,88.4141,"2019-08-22 11:43:31","2019-08-22 12:36:28",0,approved,1,0,0,0
1334,2520,2019-08-22,18:40:00,18:45:00,5059,,2521,0,,11,2,22,0,completed,3,1,2,18:42:00,00:00:00,00:00:00,18:44:00,00:02:00,22.6091,88.4142,"2019-08-22 13:10:07","2019-08-22 13:16:36",0,pending,1,0,0,0
