id,user_id,tasting_date,start_time,end_time,store_id,admin_note,taster_id,agency_taster_id,taster_note,wine_id,wine_confirm_status,question_id,confirm_status,status,job_status,accept_status,job_state,job_start_time,pause_time,resume_time,finish_time,working_hour,latitude,longitude,created_on,updated_on,is_deleted,request_job_approval_status,ready_for_billing,is_archived,overtime,late
1233,154,2019-08-23,00:30:00,03:30:00,16,,87,0,,"26,114",2,,0,approved,3,1,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0,0,"2019-08-16 07:27:46","2019-08-23 05:44:40",0,pending,0,0,0,0
1309,154,2019-08-23,00:00:00,01:00:00,4781,,35,0,,5,2,,0,completed,3,1,2,15:21:00,00:00:00,00:00:00,15:45:00,00:24:00,1,0,"2019-08-21 06:31:53","2019-08-23 10:16:27",0,pending,1,0,0,0
1333,2520,2019-08-22,17:10:00,20:10:00,5058,"Job has been published to the agency. Send a good taster",2523,2524,"Please carry extra glasses. ","23,92,116",2,22,0,completed,3,1,2,17:23:00,00:00:00,00:00:00,17:57:00,00:10:00,22.6091,88.4141,"2019-08-22 11:43:31","2019-08-23 00:10:01",0,approved,1,1,0,0
1334,2520,2019-08-22,18:40:00,18:45:00,5059,,2521,0,,11,2,22,0,completed,3,1,2,18:42:00,00:00:00,00:00:00,18:44:00,00:02:00,22.6091,88.4142,"2019-08-22 13:10:07","2019-08-23 00:10:01",0,pending,1,1,0,0
1337,2529,2019-08-23,07:59:00,08:01:00,5059,,2522,0,,2,2,,0,approved,3,1,4,12:14:00,00:00:00,00:00:00,00:00:00,00:00:00,22.6091,88.4142,"2019-08-23 04:56:28","2019-08-23 09:54:51",0,pending,0,0,0,1
1338,2520,2019-08-23,13:00:00,14:00:00,5058,,2523,2524,,2,2,23,0,completed,4,1,2,18:04:00,00:00:00,00:00:00,18:08:00,00:04:00,1,0,"2019-08-23 07:29:17","2019-08-23 12:44:13",0,approved,1,0,0,0
1339,154,2019-08-23,13:51:00,14:21:00,16,,"35,53,59,87,94,95,96,108,111,119,122,126,128,137,140,146,149,152,158,2477,2500,2514,2519",0,,"26,27",2,,0,approved,3,1,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0,0,"2019-08-23 08:21:13","2019-08-23 09:41:18",0,pending,0,0,0,0
1340,2520,2019-08-23,12:01:00,12:02:00,5059,,2521,0,,2,2,24,0,completed,3,1,2,14:51:00,00:00:00,00:00:00,15:02:00,00:11:00,1,0,"2019-08-23 09:14:51","2019-08-23 09:38:35",0,pending,1,0,0,0
1341,154,2019-08-23,12:02:00,12:03:00,9,,2477,0,,1,2,,0,approved,3,1,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0,0,"2019-08-23 09:42:15","2019-08-23 09:42:53",0,pending,0,0,0,0
1342,154,2019-08-23,12:04:00,12:05:00,16,,35,0,,1,2,,0,approved,3,1,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0,0,"2019-08-23 09:46:11","2019-08-23 09:47:05",0,pending,0,0,0,0
1343,2511,2019-08-23,16:20:00,16:50:00,5056,,2509,0,,11,2,22,0,completed,3,1,2,16:22:00,00:00:00,00:00:00,17:53:00,11:54:00,22.6091,88.4142,"2019-08-23 10:49:38","2019-08-23 12:40:35",0,pending,1,0,1,0
