id,user_id,tasting_date,start_time,end_time,store_id,admin_note,taster_id,agency_taster_id,taster_rate,taster_note,wine_id,wine_confirm_status,question_id,confirm_status,status,job_status,accept_status,job_state,job_start_time,pause_time,resume_time,finish_time,working_hour,latitude,longitude,created_on,updated_on,is_deleted,request_job_approval_status,ready_for_billing,is_archived,overtime,late,has_invoice
1568,154,2019-12-24,01:01:00,01:31:00,16,,87,0,60,,1,2,,0,completed,4,1,2,10:40:00,00:00:00,00:00:00,10:42:00,00:02:00,22.6091,88.4144,"2019-12-24 05:04:46","2019-12-25 00:10:01",0,pending,1,1,0,1,0
1570,154,2019-12-24,05:03:00,05:45:00,4781,,2536,0,23,,2,2,,0,completed,4,1,2,10:45:00,00:00:00,00:00:00,10:49:00,00:04:00,1,0,"2019-12-24 05:14:38","2019-12-25 00:10:01",0,pending,1,1,0,0,0
1571,154,2019-12-24,02:33:00,03:03:00,16,,2578,0,60,,1,2,,0,completed,4,1,2,11:23:00,00:00:00,00:00:00,11:27:00,00:04:00,22.6091,88.4144,"2019-12-24 05:51:13","2019-12-25 00:10:01",0,pending,1,1,0,1,0
1572,154,2019-12-24,08:00:00,08:38:00,4781,,2536,0,23,,"2,5",2,,0,completed,4,1,2,11:40:00,00:00:00,00:00:00,11:42:00,00:02:00,1,0,"2019-12-24 06:08:48","2019-12-25 00:10:01",0,pending,1,1,0,0,0
1578,154,2019-12-24,02:09:00,02:40:00,4781,,2536,0,23,,2,2,,0,completed,3,1,2,13:12:00,00:00:00,00:00:00,13:21:00,00:09:00,1,0,"2019-12-24 07:40:09","2019-12-25 00:10:01",0,pending,1,1,0,0,0
1579,154,2019-12-24,01:00:00,01:30:00,5062,,2580,0,60,,2,2,,0,completed,4,1,2,14:29:00,00:00:00,00:00:00,14:36:00,00:07:00,22.6092,88.4141,"2019-12-24 08:58:00","2019-12-25 00:10:01",0,pending,1,1,0,1,0
1580,154,2019-12-24,02:00:00,02:30:00,5062,,2580,0,60,,2,2,,0,completed,4,1,2,15:30:00,00:00:00,00:00:00,15:36:00,00:06:00,22.6091,88.4144,"2019-12-24 09:59:45","2019-12-25 00:10:01",0,pending,1,1,0,1,0
1581,154,2019-12-24,03:00:00,03:30:00,5062,,2580,0,60,,5,2,,0,completed,4,1,2,15:57:00,00:00:00,00:00:00,15:59:00,00:02:00,1,0,"2019-12-24 10:17:57","2019-12-25 00:10:01",0,pending,1,1,0,0,0
1583,154,2019-12-24,09:06:00,09:37:00,4781,,2536,0,23,,"5,5,5",2,,0,completed,3,1,2,16:02:00,00:00:00,00:00:00,16:12:00,00:10:00,1,0,"2019-12-24 10:29:37","2019-12-25 00:10:01",0,pending,1,1,0,0,0
1584,154,2019-12-24,05:00:00,05:30:00,5062,,95,2581,0,,2,2,,0,completed,3,1,2,16:13:00,00:00:00,00:00:00,16:20:00,00:07:00,1,0,"2019-12-24 10:38:51","2019-12-25 00:10:01",0,waiting,1,1,0,0,0
1585,154,2019-12-24,06:00:00,06:30:00,5062,,95,2582,120,,2,2,,0,completed,3,1,2,17:12:00,00:00:00,00:00:00,17:35:00,00:23:00,1,0,"2019-12-24 11:39:28","2019-12-25 00:10:01",0,waiting,1,1,0,0,0
