id,user_id,tasting_date,start_time,end_time,store_id,admin_note,taster_id,agency_taster_id,taster_note,wine_id,wine_confirm_status,question_id,confirm_status,status,job_status,accept_status,job_state,job_start_time,pause_time,resume_time,finish_time,working_hour,latitude,longitude,created_on,updated_on,is_deleted,request_job_approval_status,ready_for_billing,is_archived,overtime,late
1151,154,2019-07-22,11:14:00,11:20:00,16,,35,0,,26,2,23,0,completed,3,1,2,11:16:00,00:00:00,00:00:00,12:12:00,00:56:00,22.6091,88.4142,"2019-07-22 05:43:44","2019-07-23 00:10:02",0,pending,1,1,1,0
1152,154,2019-07-22,11:20:00,11:30:00,9,,35,0,,26,2,,0,completed,4,1,2,12:26:00,00:00:00,00:00:00,12:27:00,00:01:00,22.6091,88.4142,"2019-07-22 06:49:59","2019-07-23 00:10:02",0,pending,1,1,0,1
1153,154,2019-07-22,13:38:00,14:12:00,16,,35,0,"Good luck.","26,27",2,,0,completed,3,1,2,13:35:00,00:00:00,00:00:00,13:39:00,00:04:00,22.6091,88.4141,"2019-07-22 08:02:00","2019-07-23 00:10:02",0,pending,1,1,0,0
1154,154,2019-07-22,13:35:00,14:06:00,16,,35,0,,26,2,,0,completed,4,1,2,14:39:00,00:00:00,00:00:00,14:40:00,00:01:00,22.6091,88.4141,"2019-07-22 09:06:21","2019-07-23 00:10:02",0,pending,1,1,0,1
1156,154,2019-07-30,09:00:00,10:00:00,16,,87,0,,1,2,,0,approved,3,1,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0,0,"2019-07-22 11:33:25","2019-07-23 10:03:27",0,pending,0,0,0,0
1157,154,2019-07-23,12:25:00,12:35:00,9,,87,0,,1,2,,0,completed,3,1,2,16:00:00,00:00:00,00:00:00,16:01:00,00:01:00,1,0,"2019-07-22 11:34:24","2019-07-23 10:37:13",0,pending,1,0,0,0
1169,154,2019-07-23,10:40:00,11:10:00,16,,35,0,,"1,26",2,22,0,completed,3,1,2,10:53:00,00:00:00,00:00:00,10:56:00,00:03:00,22.6091,88.4142,"2019-07-23 05:09:41","2019-07-23 05:30:43",0,pending,1,0,0,0
1170,154,2019-07-23,14:32:00,15:08:00,9,,2477,0,,"26,27",2,,0,completed,3,1,2,14:37:00,00:00:00,00:00:00,14:39:00,00:02:00,22.6091,88.4141,"2019-07-23 09:02:07","2019-07-23 09:11:50",0,pending,1,0,0,0
1171,154,2019-07-23,15:09:00,15:43:00,16,,2500,0,,26,2,,0,completed,4,1,2,15:30:00,00:00:00,00:00:00,15:34:00,00:04:00,1,0,"2019-07-23 09:39:44","2019-07-23 10:26:04",0,pending,1,0,0,0
1173,154,2019-07-23,15:44:00,15:56:00,9,,2500,0,,1,2,,0,completed,4,1,2,16:12:00,00:00:00,00:00:00,16:14:00,00:02:00,1,0,"2019-07-23 10:24:35","2019-07-23 11:21:27",0,pending,1,0,0,0
